id_participante,faixa_etaria,faixa_etaria_descricao,sexo,sexo_descricao,cor_raca,cor_raca_descricao,estado_civil,estado_civil_descricao,nacionalidade,nacionalidade_descricao,st_conclusao,st_conclusao_descricao
184,2,17,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
185,2,17,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
186,15,Entre 46 e 50,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
187,2,17,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
188,3,18,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
189,13,Entre 36 e 40,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
190,20,Maior de 70,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
191,3,18,F,Feminino,2,Preta,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
192,14,Entre 41 e 45,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
193,11,Entre 26 e 30,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
194,18,Entre 61 e 65,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
195,5,20,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
196,10,25,M,Masculino,0,Nao declarado,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
197,14,Entre 41 e 45,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
198,1,Menor de 17,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
199,2,17,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
200,9,24,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
201,11,Entre 26 e 30,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
202,18,Entre 61 e 65,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
203,1,Menor de 17,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
204,13,Entre 36 e 40,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
205,20,Maior de 70,M,Masculino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
206,16,Entre 51 e 55,F,Feminino,1,Branca,4,Viuvo(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
207,17,Entre 56 e 60,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
208,19,Entre 66 e 70,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
209,1,Menor de 17,F,Feminino,0,Nao declarado,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
210,11,Entre 26 e 30,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
211,1,Menor de 17,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
212,14,Entre 41 e 45,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
213,2,17,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
214,4,19,F,Feminino,1,Branca,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
215,8,23,M,Masculino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
216,13,Entre 36 e 40,F,Feminino,4,Amarela,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
217,2,17,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
218,13,Entre 36 e 40,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
219,2,17,F,Feminino,1,Branca,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
220,12,Entre 31 e 35,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
221,11,Entre 26 e 30,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
222,11,Entre 26 e 30,F,Feminino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
223,12,Entre 31 e 35,F,Feminino,3,Parda,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
224,2,17,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
225,16,Entre 51 e 55,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
226,8,23,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
227,8,23,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
228,7,22,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
229,12,Entre 31 e 35,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
230,12,Entre 31 e 35,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
231,8,23,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
232,11,Entre 26 e 30,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
233,14,Entre 41 e 45,F,Feminino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
234,16,Entre 51 e 55,F,Feminino,3,Parda,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
235,4,19,F,Feminino,0,Nao declarado,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
236,1,Menor de 17,M,Masculino,0,Nao declarado,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
237,6,21,F,Feminino,5,Indigena,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
238,15,Entre 46 e 50,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
239,11,Entre 26 e 30,F,Feminino,4,Amarela,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
240,8,23,M,Masculino,5,Indigena,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
241,18,Entre 61 e 65,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
242,10,25,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
243,1,Menor de 17,F,Feminino,2,Preta,4,Viuvo(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
244,1,Menor de 17,F,Feminino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
245,11,Entre 26 e 30,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
246,7,22,M,Masculino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
247,7,22,F,Feminino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
248,8,23,M,Masculino,4,Amarela,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
249,2,17,F,Feminino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
250,7,22,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
251,6,21,M,Masculino,5,Indigena,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
252,5,20,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
253,4,19,M,Masculino,1,Branca,0,Nao informado,3,Estrangeiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
254,3,18,F,Feminino,5,Indigena,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
255,8,23,F,Feminino,4,Amarela,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
256,7,22,M,Masculino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
257,16,Entre 51 e 55,F,Feminino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
258,4,19,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
259,18,Entre 61 e 65,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
260,2,17,M,Masculino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
261,8,23,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
262,4,19,F,Feminino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
263,9,24,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
264,15,Entre 46 e 50,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
265,7,22,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
266,6,21,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
267,8,23,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
268,2,17,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
269,3,18,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
270,17,Entre 56 e 60,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
271,15,Entre 46 e 50,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
272,6,21,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
273,3,18,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
274,5,20,M,Masculino,4,Amarela,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
275,15,Entre 46 e 50,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
276,13,Entre 36 e 40,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
277,14,Entre 41 e 45,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
278,4,19,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
279,14,Entre 41 e 45,M,Masculino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
280,2,17,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
281,3,18,F,Feminino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
282,10,25,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
283,13,Entre 36 e 40,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
284,2,17,F,Feminino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
285,4,19,M,Masculino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
286,8,23,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
287,13,Entre 36 e 40,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
288,17,Entre 56 e 60,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
289,3,18,F,Feminino,3,Parda,0,Nao informado,3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
290,13,Entre 36 e 40,F,Feminino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
291,18,Entre 61 e 65,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
292,18,Entre 61 e 65,F,Feminino,2,Preta,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
293,1,Menor de 17,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
294,8,23,F,Feminino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
295,16,Entre 51 e 55,F,Feminino,2,Preta,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
296,2,17,M,Masculino,0,Nao declarado,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
297,7,22,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
298,13,Entre 36 e 40,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
299,11,Entre 26 e 30,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
300,19,Entre 66 e 70,F,Feminino,0,Nao declarado,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
301,9,24,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
302,5,20,M,Masculino,5,Indigena,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
303,20,Maior de 70,F,Feminino,2,Preta,4,Viuvo(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
304,13,Entre 36 e 40,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
305,19,Entre 66 e 70,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
306,4,19,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
307,14,Entre 41 e 45,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
308,8,23,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
309,10,25,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
310,4,19,F,Feminino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
311,17,Entre 56 e 60,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
312,11,Entre 26 e 30,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
313,13,Entre 36 e 40,F,Feminino,5,Indigena,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
314,4,19,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
315,17,Entre 56 e 60,F,Feminino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
316,10,25,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
317,16,Entre 51 e 55,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
318,5,20,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
319,3,18,F,Feminino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
320,11,Entre 26 e 30,M,Masculino,0,Nao declarado,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
321,7,22,M,Masculino,0,Nao declarado,0,Nao informado,0,Nao informado,1,Ja conclui o Ensino Medio
322,7,22,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
323,16,Entre 51 e 55,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
324,9,24,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
325,4,19,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
326,1,Menor de 17,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
327,11,Entre 26 e 30,M,Masculino,5,Indigena,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
328,4,19,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
329,10,25,F,Feminino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
330,2,17,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
331,12,Entre 31 e 35,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
332,16,Entre 51 e 55,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
333,5,20,F,Feminino,0,Nao declarado,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
334,8,23,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
335,6,21,M,Masculino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
336,9,24,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
337,9,24,F,Feminino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
338,13,Entre 36 e 40,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
339,3,18,M,Masculino,0,Nao declarado,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
340,16,Entre 51 e 55,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
341,11,Entre 26 e 30,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
342,5,20,F,Feminino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
343,8,23,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
344,4,19,M,Masculino,5,Indigena,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
345,4,19,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
346,10,25,M,Masculino,5,Indigena,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
347,6,21,M,Masculino,0,Nao declarado,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
348,5,20,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
349,2,17,F,Feminino,3,Parda,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
