id_participante,faixa_etaria,faixa_etaria_descricao,sexo,sexo_descricao,cor_raca,cor_raca_descricao,estado_civil,estado_civil_descricao,nacionalidade,nacionalidade_descricao,st_conclusao,st_conclusao_descricao
5851,15,Entre 46 e 50,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5852,13,Entre 36 e 40,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5853,2,17,F,Feminino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5854,2,17,M,Masculino,2,Preta,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",4,Nao conclui e nao estou cursando o Ensino Medio
5855,10,25,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5856,19,Entre 66 e 70,F,Feminino,1,Branca,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5857,7,22,M,Masculino,2,Preta,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5858,7,22,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5859,1,Menor de 17,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5860,11,Entre 26 e 30,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5861,2,17,M,Masculino,4,Amarela,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5862,1,Menor de 17,F,Feminino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5863,1,Menor de 17,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5864,10,25,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5865,5,20,M,Masculino,5,Indigena,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5866,4,19,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5867,13,Entre 36 e 40,F,Feminino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5868,16,Entre 51 e 55,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5869,9,24,M,Masculino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5870,13,Entre 36 e 40,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5871,7,22,F,Feminino,3,Parda,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
5872,11,Entre 26 e 30,F,Feminino,4,Amarela,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5873,1,Menor de 17,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5874,3,18,F,Feminino,1,Branca,1,Solteiro(a),0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5875,7,22,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5876,11,Entre 26 e 30,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5877,4,19,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5878,2,17,M,Masculino,3,Parda,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5879,19,Entre 66 e 70,F,Feminino,2,Preta,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5880,6,21,F,Feminino,1,Branca,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5881,18,Entre 61 e 65,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5882,13,Entre 36 e 40,F,Feminino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5883,3,18,F,Feminino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5884,13,Entre 36 e 40,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5885,17,Entre 56 e 60,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5886,4,19,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5887,11,Entre 26 e 30,M,Masculino,0,Nao declarado,0,Nao informado,0,Nao informado,1,Ja conclui o Ensino Medio
5888,5,20,M,Masculino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5889,18,Entre 61 e 65,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5890,12,Entre 31 e 35,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
5891,17,Entre 56 e 60,F,Feminino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5892,17,Entre 56 e 60,M,Masculino,3,Parda,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5893,16,Entre 51 e 55,F,Feminino,4,Amarela,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5894,15,Entre 46 e 50,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5895,8,23,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5896,15,Entre 46 e 50,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5897,3,18,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5898,12,Entre 31 e 35,M,Masculino,3,Parda,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5899,3,18,M,Masculino,1,Branca,1,Solteiro(a),0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5900,6,21,F,Feminino,5,Indigena,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5901,10,25,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5902,10,25,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
5903,8,23,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5904,4,19,M,Masculino,5,Indigena,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5905,5,20,F,Feminino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5906,12,Entre 31 e 35,F,Feminino,3,Parda,4,Viuvo(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5907,15,Entre 46 e 50,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5908,11,Entre 26 e 30,F,Feminino,5,Indigena,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5909,2,17,F,Feminino,2,Preta,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5910,2,17,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5911,11,Entre 26 e 30,M,Masculino,2,Preta,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5912,3,18,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5913,17,Entre 56 e 60,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5914,9,24,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5915,18,Entre 61 e 65,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5916,14,Entre 41 e 45,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5917,1,Menor de 17,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5918,1,Menor de 17,M,Masculino,1,Branca,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5919,16,Entre 51 e 55,M,Masculino,3,Parda,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5920,14,Entre 41 e 45,F,Feminino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5921,4,19,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5922,3,18,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5923,1,Menor de 17,F,Feminino,1,Branca,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5924,9,24,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5925,13,Entre 36 e 40,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5926,17,Entre 56 e 60,M,Masculino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5927,4,19,F,Feminino,4,Amarela,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5928,4,19,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5929,13,Entre 36 e 40,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5930,15,Entre 46 e 50,M,Masculino,0,Nao declarado,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5931,9,24,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5932,6,21,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5933,20,Maior de 70,M,Masculino,1,Branca,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5934,4,19,F,Feminino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5935,1,Menor de 17,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5936,4,19,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5937,6,21,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5938,1,Menor de 17,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5939,12,Entre 31 e 35,M,Masculino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5940,19,Entre 66 e 70,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5941,5,20,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5942,12,Entre 31 e 35,F,Feminino,2,Preta,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
5943,11,Entre 26 e 30,F,Feminino,4,Amarela,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5944,12,Entre 31 e 35,M,Masculino,0,Nao declarado,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5945,3,18,M,Masculino,4,Amarela,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5946,17,Entre 56 e 60,F,Feminino,4,Amarela,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5947,13,Entre 36 e 40,F,Feminino,5,Indigena,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5948,2,17,M,Masculino,2,Preta,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5949,4,19,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5950,14,Entre 41 e 45,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5951,3,18,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5952,11,Entre 26 e 30,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5953,4,19,F,Feminino,0,Nao declarado,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5954,13,Entre 36 e 40,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5955,14,Entre 41 e 45,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5956,6,21,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5957,11,Entre 26 e 30,F,Feminino,4,Amarela,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5958,11,Entre 26 e 30,F,Feminino,1,Branca,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5959,3,18,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5960,19,Entre 66 e 70,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5961,16,Entre 51 e 55,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5962,1,Menor de 17,F,Feminino,2,Preta,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",4,Nao conclui e nao estou cursando o Ensino Medio
5963,7,22,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5964,9,24,F,Feminino,3,Parda,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5965,3,18,M,Masculino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5966,8,23,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5967,13,Entre 36 e 40,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5968,3,18,F,Feminino,2,Preta,1,Solteiro(a),0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5969,17,Entre 56 e 60,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5970,14,Entre 41 e 45,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5971,18,Entre 61 e 65,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5972,1,Menor de 17,M,Masculino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5973,6,21,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5974,14,Entre 41 e 45,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
5975,14,Entre 41 e 45,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5976,14,Entre 41 e 45,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5977,12,Entre 31 e 35,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5978,3,18,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5979,9,24,F,Feminino,5,Indigena,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
5980,4,19,F,Feminino,5,Indigena,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5981,13,Entre 36 e 40,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5982,3,18,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5983,7,22,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5984,3,18,F,Feminino,4,Amarela,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5985,8,23,F,Feminino,0,Nao declarado,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5986,6,21,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5987,13,Entre 36 e 40,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5988,14,Entre 41 e 45,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5989,14,Entre 41 e 45,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5990,13,Entre 36 e 40,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
5991,4,19,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5992,3,18,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5993,10,25,F,Feminino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
5994,2,17,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5995,4,19,F,Feminino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
5996,7,22,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
5997,6,21,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
5998,15,Entre 46 e 50,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
5999,5,20,M,Masculino,0,Nao declarado,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
6000,8,23,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
6001,5,20,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
6002,7,22,F,Feminino,5,Indigena,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
6003,4,19,M,Masculino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
6004,14,Entre 41 e 45,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
6005,13,Entre 36 e 40,F,Feminino,5,Indigena,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
6006,8,23,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
6007,2,17,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
6008,9,24,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
6009,5,20,F,Feminino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
6010,20,Maior de 70,F,Feminino,3,Parda,4,Viuvo(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
6011,13,Entre 36 e 40,M,Masculino,5,Indigena,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
6012,14,Entre 41 e 45,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
6013,12,Entre 31 e 35,M,Masculino,1,Branca,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
6014,10,25,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
6015,12,Entre 31 e 35,F,Feminino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
6016,15,Entre 46 e 50,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
6017,15,Entre 46 e 50,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
